id,key,value,type
153340151,ele,192,regular
153340151,gnis:Class,Populated Place,regular
153340151,gnis:County,Rutherford,regular
153340151,gnis:County_num,149,regular
153340151,gnis:ST_alpha,TN,regular
153340151,gnis:ST_num,47,regular
153340151,id,1313028,gnis
153340151,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153340151,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153340151,name,Brookhill,regular
153340151,place,hamlet,regular
153344677,ele,174,regular
153344677,gnis:Class,Populated Place,regular
153344677,gnis:County,Rutherford,regular
153344677,gnis:County_num,149,regular
153344677,gnis:ST_alpha,TN,regular
153344677,gnis:ST_num,47,regular
153344677,id,1313044,gnis
153344677,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153344677,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153344677,name,Creekside,regular
153344677,place,hamlet,regular
153344696,ele,183,regular
153344696,gnis:Class,Populated Place,regular
153344696,gnis:County,Rutherford,regular
153344696,gnis:County_num,149,regular
153344696,gnis:ST_alpha,TN,regular
153344696,gnis:ST_num,47,regular
153344696,id,1313106,gnis
153344696,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153344696,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153344696,name,Lascassas Villa,regular
153344696,place,hamlet,regular
153348962,ele,177,regular
153348962,gnis:Class,Populated Place,regular
153348962,gnis:County,Rutherford,regular
153348962,gnis:County_num,149,regular
153348962,gnis:ST_alpha,TN,regular
153348962,gnis:ST_num,47,regular
153348962,id,1313019,gnis
153348962,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153348962,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153348962,name,Battleground Estates,regular
153348962,place,hamlet,regular
153350781,ele,155,regular
153350781,gnis:Class,Populated Place,regular
153350781,gnis:County,Rutherford,regular
153350781,gnis:County_num,149,regular
153350781,gnis:ST_alpha,TN,regular
153350781,gnis:ST_num,47,regular
153350781,id,1647688,gnis
153350781,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153350781,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153350781,name,Hickory Grove,regular
153350781,place,hamlet,regular
153350802,ele,183,regular
153350802,gnis:Class,Populated Place,regular
153350802,gnis:County,Rutherford,regular
153350802,gnis:County_num,149,regular
153350802,gnis:ST_alpha,TN,regular
153350802,gnis:ST_num,47,regular
153350802,id,1313094,gnis
153350802,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153350802,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153350802,name,Joyceland,regular
153350802,place,hamlet,regular
153353395,ele,170,regular
153353395,gnis:Class,Populated Place,regular
153353395,gnis:County,Rutherford,regular
153353395,gnis:County_num,149,regular
153353395,gnis:ST_alpha,TN,regular
153353395,gnis:ST_num,47,regular
153353395,id,1313187,gnis
153353395,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153353395,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153353395,name,White Haven,regular
153353395,place,hamlet,regular
153353501,ele,158,regular
153353501,gnis:Class,Populated Place,regular
153353501,gnis:County,Rutherford,regular
153353501,gnis:County_num,149,regular
153353501,gnis:ST_alpha,TN,regular
153353501,gnis:ST_num,47,regular
153353501,id,1313103,gnis
153353501,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153353501,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153353501,name,Lake Farm Estates,regular
153353501,place,hamlet,regular
153354167,ele,244,regular
153354167,gnis:Class,Populated Place,regular
153354167,gnis:County,Rutherford,regular
153354167,gnis:County_num,149,regular
153354167,gnis:ST_alpha,TN,regular
153354167,gnis:ST_num,47,regular
153354167,id,1315407,gnis
153354167,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153354167,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153354167,name,Link,regular
153354167,place,hamlet,regular
153358460,ele,181,regular
153358460,gnis:Class,Populated Place,regular
153358460,gnis:County,Rutherford,regular
153358460,gnis:County_num,149,regular
153358460,gnis:ST_alpha,TN,regular
153358460,gnis:ST_num,47,regular
153358460,id,1313033,gnis
153358460,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153358460,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153358460,name,Canebrake,regular
153358460,place,hamlet,regular
153360851,ele,159,regular
153360851,gnis:Class,Populated Place,regular
153360851,gnis:County,Rutherford,regular
153360851,gnis:County_num,149,regular
153360851,gnis:ST_alpha,TN,regular
153360851,gnis:ST_num,47,regular
153360851,id,1313074,gnis
153360851,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153360851,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153360851,name,Harbor Isles,regular
153360851,place,hamlet,regular
153360910,ele,229,regular
153360910,gnis:Class,Populated Place,regular
153360910,gnis:County,Rutherford,regular
153360910,gnis:County_num,149,regular
153360910,gnis:ST_alpha,TN,regular
153360910,gnis:ST_num,47,regular
153360910,id,1315733,gnis
153360910,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153360910,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153360910,name,Pleasant Hill,regular
153360910,place,hamlet,regular
153360931,ele,168,regular
153360931,gnis:Class,Populated Place,regular
153360931,gnis:County,Rutherford,regular
153360931,gnis:County_num,149,regular
153360931,gnis:ST_alpha,TN,regular
153360931,gnis:ST_num,47,regular
153360931,id,1313022,gnis
153360931,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153360931,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153360931,name,Belle Mead,regular
153360931,place,hamlet,regular
153360969,ele,175,regular
153360969,gnis:Class,Populated Place,regular
153360969,gnis:County,Rutherford,regular
153360969,gnis:County_num,149,regular
153360969,gnis:ST_alpha,TN,regular
153360969,gnis:ST_num,47,regular
153360969,id,1313164,gnis
153360969,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153360969,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153360969,name,Rowland Estates,regular
153360969,place,hamlet,regular
153363811,ele,171,regular
153363811,gnis:Class,Populated Place,regular
153363811,gnis:County,Davidson,regular
153363811,gnis:County_num,037,regular
153363811,gnis:ST_alpha,TN,regular
153363811,gnis:ST_num,47,regular
153363811,id,1313509,gnis
153363811,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153363811,is_in,"Davidson,Tennessee,Tenn.,TN,USA",regular
153363811,name,Wrencoe,regular
153363811,place,hamlet,regular
153366536,ele,175,regular
153366536,gnis:Class,Populated Place,regular
153366536,gnis:County,Rutherford,regular
153366536,gnis:County_num,149,regular
153366536,gnis:ST_alpha,TN,regular
153366536,gnis:ST_num,47,regular
153366536,id,1313156,gnis
153366536,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153366536,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153366536,name,Ridgefield,regular
153366536,place,hamlet,regular
153366552,ele,207,regular
153366552,gnis:Class,Populated Place,regular
153366552,gnis:County,Davidson,regular
153366552,gnis:County_num,037,regular
153366552,gnis:ST_alpha,TN,regular
153366552,gnis:ST_num,47,regular
153366552,id,1313393,gnis
153366552,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153366552,is_in,"Davidson,Tennessee,Tenn.,TN,USA",regular
153366552,name,Cloverland Acres,regular
153366552,place,hamlet,regular
153366792,ele,223,regular
153366792,gnis:Class,Populated Place,regular
153366792,gnis:County,Williamson,regular
153366792,gnis:County_num,187,regular
153366792,gnis:ST_alpha,TN,regular
153366792,gnis:ST_num,47,regular
153366792,id,1312558,gnis
153366792,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153366792,is_in,"Williamson,Tennessee,Tenn.,TN,USA",regular
153366792,name,Smyrna Road Homes,regular
153366792,place,hamlet,regular
153366925,ele,174,regular
153366925,gnis:Class,Populated Place,regular
153366925,gnis:County,Rutherford,regular
153366925,gnis:County_num,149,regular
153366925,gnis:ST_alpha,TN,regular
153366925,gnis:ST_num,47,regular
153366925,id,1313069,gnis
153366925,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153366925,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153366925,name,Green Acres,regular
153366925,place,hamlet,regular
153368456,ele,177,regular
153368456,gnis:Class,Populated Place,regular
153368456,gnis:County,Rutherford,regular
153368456,gnis:County_num,149,regular
153368456,gnis:ST_alpha,TN,regular
153368456,gnis:ST_num,47,regular
153368456,id,1313048,gnis
153368456,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153368456,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153368456,name,Delay Estates,regular
153368456,place,hamlet,regular
153372316,ele,172,regular
153372316,gnis:Class,Populated Place,regular
153372316,gnis:County,Rutherford,regular
153372316,gnis:County_num,149,regular
153372316,gnis:ST_alpha,TN,regular
153372316,gnis:ST_num,47,regular
153372316,id,1313162,gnis
153372316,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153372316,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153372316,name,Rosewood Park,regular
153372316,place,hamlet,regular
153377275,ele,177,regular
153377275,gnis:Class,Populated Place,regular
153377275,gnis:County,Rutherford,regular
153377275,gnis:County_num,149,regular
153377275,gnis:ST_alpha,TN,regular
153377275,gnis:ST_num,47,regular
153377275,id,1313104,gnis
153377275,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153377275,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153377275,name,Lamb,regular
153377275,place,hamlet,regular
153379158,ele,194,regular
153379158,gnis:Class,Populated Place,regular
153379158,gnis:County,Rutherford,regular
153379158,gnis:County_num,149,regular
153379158,gnis:ST_alpha,TN,regular
153379158,gnis:ST_num,47,regular
153379158,id,1300536,gnis
153379158,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153379158,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153379158,name,Salem,regular
153379158,place,hamlet,regular
153381079,ele,190,regular
153381079,gnis:Class,Populated Place,regular
153381079,gnis:County,Rutherford,regular
153381079,gnis:County_num,149,regular
153381079,gnis:ST_alpha,TN,regular
153381079,gnis:ST_num,47,regular
153381079,id,1270277,gnis
153381079,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153381079,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153381079,name,Silver Hill,regular
153381079,place,hamlet,regular
153381436,ele,180,regular
153381436,gnis:Class,Populated Place,regular
153381436,gnis:County,Rutherford,regular
153381436,gnis:County_num,149,regular
153381436,gnis:ST_alpha,TN,regular
153381436,gnis:ST_num,47,regular
153381436,id,1313105,gnis
153381436,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153381436,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153381436,name,Lascassas Colonial Acres,regular
153381436,place,hamlet,regular
153381456,ele,193,regular
153381456,gnis:Class,Populated Place,regular
153381456,gnis:County,Rutherford,regular
153381456,gnis:County_num,149,regular
153381456,gnis:ST_alpha,TN,regular
153381456,gnis:ST_num,47,regular
153381456,id,1313196,gnis
153381456,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153381456,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153381456,name,Tulip Hill Estates,regular
153381456,place,hamlet,regular
153389950,ele,168,regular
153389950,gnis:Class,Populated Place,regular
153389950,gnis:County,Rutherford,regular
153389950,gnis:County_num,149,regular
153389950,gnis:ST_alpha,TN,regular
153389950,gnis:ST_num,47,regular
153389950,id,1313166,gnis
153389950,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153389950,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153389950,name,Sagefield,regular
153389950,place,hamlet,regular
153390391,ele,177,regular
153390391,gnis:Class,Populated Place,regular
153390391,gnis:County,Rutherford,regular
153390391,gnis:County_num,149,regular
153390391,gnis:ST_alpha,TN,regular
153390391,gnis:ST_num,47,regular
153390391,id,1313155,gnis
153390391,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153390391,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153390391,name,Ridgefield,regular
153390391,place,hamlet,regular
153393320,ele,181,regular
153393320,gnis:Class,Populated Place,regular
153393320,gnis:County,Rutherford,regular
153393320,gnis:County_num,149,regular
153393320,gnis:ST_alpha,TN,regular
153393320,gnis:ST_num,47,regular
153393320,id,1313158,gnis
153393320,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153393320,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153393320,name,Riverview,regular
153393320,place,hamlet,regular
153395207,ele,222,regular
153395207,gnis:Class,Populated Place,regular
153395207,gnis:County,Williamson,regular
153395207,gnis:County_num,187,regular
153395207,gnis:ST_alpha,TN,regular
153395207,gnis:ST_num,47,regular
153395207,id,1314600,gnis
153395207,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153395207,is_in,"Williamson,Tennessee,Tenn.,TN,USA",regular
153395207,name,Arno,regular
153395207,place,hamlet,regular
153397741,ele,183,regular
153397741,gnis:Class,Populated Place,regular
153397741,gnis:County,Rutherford,regular
153397741,gnis:County_num,149,regular
153397741,gnis:ST_alpha,TN,regular
153397741,gnis:ST_num,47,regular
153397741,id,1313076,gnis
153397741,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153397741,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153397741,name,Haynes Haven,regular
153397741,place,hamlet,regular
153400625,ele,237,regular
153400625,gnis:Class,Populated Place,regular
153400625,gnis:County,Williamson,regular
153400625,gnis:County_num,187,regular
153400625,gnis:ST_alpha,TN,regular
153400625,gnis:ST_num,47,regular
153400625,id,1312942,gnis
153400625,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153400625,is_in,"Williamson,Tennessee,Tenn.,TN,USA",regular
153400625,name,Indian Point,regular
153401152,ele,205,regular
153401152,gnis:Class,Populated Place,regular
153401152,gnis:County,Cannon,regular
153401152,gnis:County_num,015,regular
153401152,gnis:ST_alpha,TN,regular
153401152,gnis:ST_num,47,regular
153401152,id,1281885,gnis
153401152,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153401152,is_in,"Cannon,Tennessee,Tenn.,TN,USA",regular
153401152,name,Curlee,regular
153401152,place,hamlet,regular
153403975,ele,208,regular
153403975,gnis:Class,Populated Place,regular
153403975,gnis:County,Rutherford,regular
153403975,gnis:County_num,149,regular
153403975,gnis:ST_alpha,TN,regular
153403975,gnis:ST_num,47,regular
153403975,id,1313174,gnis
153403975,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153403975,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153403975,name,Steeplechase Meadows,regular
153403975,place,hamlet,regular
153404414,ele,258,regular
153404414,gnis:Class,Populated Place,regular
153404414,gnis:County,Rutherford,regular
153404414,gnis:County_num,149,regular
153404414,gnis:ST_alpha,TN,regular
153404414,gnis:ST_num,47,regular
153404414,id,1314521,gnis
153404414,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153404414,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153404414,name,Windrow,regular
153404414,place,hamlet,regular
153406242,ele,185,regular
153406242,gnis:Class,Populated Place,regular
153406242,gnis:County,Rutherford,regular
153406242,gnis:County_num,149,regular
153406242,gnis:ST_alpha,TN,regular
153406242,gnis:ST_num,47,regular
153406242,id,1313151,gnis
153406242,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153406242,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153406242,name,Regency Park,regular
153406242,place,hamlet,regular
153406268,ele,179,regular
153406268,gnis:Class,Populated Place,regular
153406268,gnis:County,Rutherford,regular
153406268,gnis:County_num,149,regular
153406268,gnis:ST_alpha,TN,regular
153406268,gnis:ST_num,47,regular
153406268,id,1313182,gnis
153406268,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153406268,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153406268,name,Two Hills,regular
153406268,place,hamlet,regular
153420013,ele,175,regular
153420013,gnis:Class,Populated Place,regular
153420013,gnis:County,Rutherford,regular
153420013,gnis:County_num,149,regular
153420013,gnis:ST_alpha,TN,regular
153420013,gnis:ST_num,47,regular
153420013,id,1313111,gnis
153420013,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153420013,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153420013,name,Manson Park,regular
153420013,place,hamlet,regular
153424377,ele,166,regular
153424377,gnis:Class,Populated Place,regular
153424377,gnis:County,Rutherford,regular
153424377,gnis:County_num,149,regular
153424377,gnis:ST_alpha,TN,regular
153424377,gnis:ST_num,47,regular
153424377,id,1300715,gnis
153424377,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153424377,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153424377,name,Sandhill,regular
153424377,place,hamlet,regular
153429373,ele,187,regular
153429373,gnis:Class,Populated Place,regular
153429373,gnis:County,Rutherford,regular
153429373,gnis:County_num,149,regular
153429373,gnis:ST_alpha,TN,regular
153429373,gnis:ST_num,47,regular
153429373,id,1313097,gnis
153429373,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153429373,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153429373,name,K C Subdivision,regular
153429373,place,hamlet,regular
153430093,ele,204,regular
153430093,gnis:Class,Populated Place,regular
153430093,gnis:County,Davidson,regular
153430093,gnis:County_num,037,regular
153430093,gnis:ST_alpha,TN,regular
153430093,gnis:ST_num,47,regular
153430093,id,1313468,gnis
153430093,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153430093,is_in,"Davidson,Tennessee,Tenn.,TN,USA",regular
153430093,name,Myrtlewood Estates,regular
153430093,place,hamlet,regular
153435850,ele,222,regular
153435850,gnis:Class,Populated Place,regular
153435850,gnis:County,Williamson,regular
153435850,gnis:County_num,187,regular
153435850,gnis:ST_alpha,TN,regular
153435850,gnis:ST_num,47,regular
153435850,id,1312505,gnis
153435850,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153435850,is_in,"Williamson,Tennessee,Tenn.,TN,USA",regular
153435850,name,Hickory Hills,regular
153435850,place,hamlet,regular
153435869,ele,186,regular
153435869,gnis:Class,Populated Place,regular
153435869,gnis:County,Rutherford,regular
153435869,gnis:County_num,149,regular
153435869,gnis:ST_alpha,TN,regular
153435869,gnis:ST_num,47,regular
153435869,id,1313149,gnis
153435869,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153435869,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153435869,name,Quail Run,regular
153435869,place,hamlet,regular
153436989,ele,234,regular
153436989,gnis:Class,Populated Place,regular
153436989,gnis:County,Rutherford,regular
153436989,gnis:County_num,149,regular
153436989,gnis:ST_alpha,TN,regular
153436989,gnis:ST_num,47,regular
153436989,id,1280028,gnis
153436989,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153436989,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153436989,name,Cedar Grove,regular
153436989,place,hamlet,regular
153436989,wikidata,Q5056705,regular
153441082,ele,189,regular
153441082,gnis:Class,Populated Place,regular
153441082,gnis:County,Rutherford,regular
153441082,gnis:County_num,149,regular
153441082,gnis:ST_alpha,TN,regular
153441082,gnis:ST_num,47,regular
153441082,id,1313042,gnis
153441082,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153441082,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153441082,name,Country Park,regular
153441082,place,hamlet,regular
153441384,ele,209,regular
153441384,gnis:Class,Populated Place,regular
153441384,gnis:County,Rutherford,regular
153441384,gnis:County_num,149,regular
153441384,gnis:ST_alpha,TN,regular
153441384,gnis:ST_num,47,regular
153441384,id,1286396,gnis
153441384,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153441384,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153441384,name,Gum,regular
153441384,place,hamlet,regular
153443381,ele,193,regular
153443381,gnis:Class,Populated Place,regular
153443381,gnis:County,Rutherford,regular
153443381,gnis:County_num,149,regular
153443381,gnis:ST_alpha,TN,regular
153443381,gnis:ST_num,47,regular
153443381,id,1290327,gnis
153443381,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153443381,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153443381,name,Kittrell,regular
153443381,place,hamlet,regular
153443646,ele,227,regular
153443646,gnis:Class,Populated Place,regular
153443646,gnis:County,Williamson,regular
153443646,gnis:County_num,187,regular
153443646,gnis:ST_alpha,TN,regular
153443646,gnis:ST_num,47,regular
153443646,id,1312917,gnis
153443646,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153443646,is_in,"Williamson,Tennessee,Tenn.,TN,USA",regular
153443646,name,Carriage Hills,regular
153443646,place,hamlet,regular
153443721,ele,159,regular
153443721,gnis:Class,Populated Place,regular
153443721,gnis:County,Rutherford,regular
153443721,gnis:County_num,149,regular
153443721,gnis:ST_alpha,TN,regular
153443721,gnis:ST_num,47,regular
153443721,id,1313125,gnis
153443721,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153443721,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153443721,name,Murphree,regular
153443721,place,hamlet,regular
153443725,ele,168,regular
153443725,gnis:Class,Populated Place,regular
153443725,gnis:County,Rutherford,regular
153443725,gnis:County_num,149,regular
153443725,gnis:ST_alpha,TN,regular
153443725,gnis:ST_num,47,regular
153443725,id,1313179,gnis
153443725,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153443725,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153443725,name,Tarrytown Estates,regular
153443725,place,hamlet,regular
153445710,ele,174,regular
153445710,gnis:Class,Populated Place,regular
153445710,gnis:County,Rutherford,regular
153445710,gnis:County_num,149,regular
153445710,gnis:ST_alpha,TN,regular
153445710,gnis:ST_num,47,regular
153445710,id,1313016,gnis
153445710,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153445710,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153445710,name,Asbury Prk,regular
153445710,place,hamlet,regular
153451586,ele,169,regular
153451586,gnis:Class,Populated Place,regular
153451586,gnis:County,Rutherford,regular
153451586,gnis:County_num,149,regular
153451586,gnis:ST_alpha,TN,regular
153451586,gnis:ST_num,47,regular
153451586,id,1313046,gnis
153451586,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153451586,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153451586,name,Davis Meadows,regular
153451586,place,hamlet,regular
153455957,ele,202,regular
153455957,gnis:Class,Populated Place,regular
153455957,gnis:County,Cannon,regular
153455957,gnis:County_num,015,regular
153455957,gnis:ST_alpha,TN,regular
153455957,gnis:ST_num,47,regular
153455957,id,1315769,gnis
153455957,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153455957,is_in,"Cannon,Tennessee,Tenn.,TN,USA",regular
153455957,name,Porterfield,regular
153455957,place,hamlet,regular
153459244,ele,184,regular
153459244,gnis:Class,Populated Place,regular
153459244,gnis:County,Rutherford,regular
153459244,gnis:County_num,149,regular
153459244,gnis:ST_alpha,TN,regular
153459244,gnis:ST_num,47,regular
153459244,id,1313064,gnis
153459244,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153459244,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153459244,name,Franklin Road Estates,regular
153459244,place,hamlet,regular
153459267,ele,169,regular
153459267,gnis:Class,Populated Place,regular
153459267,gnis:County,Rutherford,regular
153459267,gnis:County_num,149,regular
153459267,gnis:ST_alpha,TN,regular
153459267,gnis:ST_num,47,regular
153459267,id,1313183,gnis
153459267,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153459267,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153459267,name,Valley Green Acres,regular
153459267,place,hamlet,regular
153459288,ele,214,regular
153459288,gnis:Class,Populated Place,regular
153459288,gnis:County,Rutherford,regular
153459288,gnis:County_num,149,regular
153459288,gnis:ST_alpha,TN,regular
153459288,gnis:ST_num,47,regular
153459288,id,1297771,gnis
153459288,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153459288,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153459288,name,Plainview,regular
153459288,place,hamlet,regular
153468288,ele,158,regular
153468288,gnis:Class,Populated Place,regular
153468288,gnis:County,Rutherford,regular
153468288,gnis:County_num,149,regular
153468288,gnis:ST_alpha,TN,regular
153468288,gnis:ST_num,47,regular
153468288,id,1313121,gnis
153468288,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153468288,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153468288,name,Morrow,regular
153468288,place,hamlet,regular
153468308,ele,191,regular
153468308,gnis:Class,Populated Place,regular
153468308,gnis:County,Rutherford,regular
153468308,gnis:County_num,149,regular
153468308,gnis:ST_alpha,TN,regular
153468308,gnis:ST_num,47,regular
153468308,id,1313132,gnis
153468308,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153468308,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153468308,name,Oakwood,regular
153468308,place,hamlet,regular
153468319,ele,186,regular
153468319,gnis:Class,Populated Place,regular
153468319,gnis:County,Rutherford,regular
153468319,gnis:County_num,149,regular
153468319,gnis:ST_alpha,TN,regular
153468319,gnis:ST_num,47,regular
153468319,id,1313175,gnis
153468319,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153468319,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153468319,name,Stone Ridge,regular
153468319,place,hamlet,regular
153473636,ele,169,regular
153473636,gnis:Class,Populated Place,regular
153473636,gnis:County,Rutherford,regular
153473636,gnis:County_num,149,regular
153473636,gnis:ST_alpha,TN,regular
153473636,gnis:ST_num,47,regular
153473636,id,1314463,gnis
153473636,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153473636,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153473636,name,Wade,regular
153473636,place,hamlet,regular
153476384,ele,169,regular
153476384,gnis:Class,Populated Place,regular
153476384,gnis:County,Rutherford,regular
153476384,gnis:County_num,149,regular
153476384,gnis:ST_alpha,TN,regular
153476384,gnis:ST_num,47,regular
153476384,id,1313054,gnis
153476384,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153476384,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153476384,name,Estes Acres,regular
153476384,place,hamlet,regular
153477989,ele,231,regular
153477989,gnis:Class,Populated Place,regular
153477989,gnis:County,Wilson,regular
153477989,gnis:County_num,189,regular
153477989,gnis:ST_alpha,TN,regular
153477989,gnis:ST_num,47,regular
153477989,id,1312872,gnis
153477989,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153477989,is_in,"Wilson,Tennessee,Tenn.,TN,USA",regular
153477989,name,Mount Vernon,regular
